course_code,soft_prereq,catalog_prereq_raw,soft_prereq_major_restriction,soft_prereq_instructor_consent,soft_prereq_admitted_program,soft_prereq_college_restriction,soft_prereq_program_progress_requirement,soft_prereq_standing_requirement,soft_prereq_placement_required,soft_prereq_minimum_grade,soft_prereq_minimum_gpa,soft_prereq_may_be_concurrent,soft_prereq_other_requirements,soft_prereq_complex_hard_prereq,notes
CMST 4150,major_restriction;instructor_consent;standing_requirement;complex_hard_prereq,"COMM 1000, Soph. stndg.; or INPS major or minor; or cons. of instr.",or INPS major or minor,or cons. of instr,,,,"COMM 1000, Soph. stndg",,,,,,"COMM 1000, Soph. stndg.; or INPS major or minor; or cons. of instr.","COMM 1000, Soph. stndg.; or INPS major or minor; or cons. of instr."
CMST 4170,instructor_consent,COMM 1000 or cons. of instr.,,COMM 1000 or cons. of instr,,,,,,,,,,,COMM 1000 or cons. of instr.
CMST 4230,instructor_consent;standing_requirement,"COMM 1000, Soph. stndg.; or cons. of instr.",,or cons. of instr,,,,"COMM 1000, Soph. stndg",,,,,,,"COMM 1000, Soph. stndg.; or cons. of instr."
CMST 4240,instructor_consent;standing_requirement,"COMM 1000, Soph. stndg.; or cons. of instr.",,or cons. of instr,,,,"COMM 1000, Soph. stndg",,,,,,,"COMM 1000, Soph. stndg.; or cons. of instr."
CMST 4250,major_restriction;instructor_consent;standing_requirement;complex_hard_prereq,COMM 1000 and Soph. stndg.; or HURE 3001 and HURE major; or cons. of instr.,or HURE 3001 and HURE major,or cons. of instr,,,,COMM 1000 and Soph. stndg,,,,,,COMM 1000 and Soph. stndg.; or HURE 3001 and HURE major; or cons. of instr.,COMM 1000 and Soph. stndg.; or HURE 3001 and HURE major; or cons. of instr.
CMST 4310,instructor_consent;standing_requirement,COMM 1000 and soph. stndg.; or cons. of instr.,,or cons. of instr,,,,COMM 1000 and soph. stndg,,,,,,,COMM 1000 and soph. stndg.; or cons. of instr.
CMST 4350,instructor_consent;standing_requirement,"COMM 1000, CMST 3300 and soph. stndg.; or cons. of instr.",,or cons. of instr,,,,"COMM 1000, CMST 3300 and soph. stndg",,,,,,,"COMM 1000, CMST 3300 and soph. stndg.; or cons. of instr."
CMST 4400,major_restriction;instructor_consent;standing_requirement,COMM 1000 or INCH minor; and Soph. stndg.; or cons. of instr.,COMM 1000 or INCH minor,or cons. of instr,,,,and Soph. stndg,,,,,,,COMM 1000 or INCH minor; and Soph. stndg.; or cons. of instr.
CMST 4410,major_restriction;instructor_consent;standing_requirement,Soph. stndg; COMM 1000 or INCH minor; or cons. of instr.,COMM 1000 or INCH minor,or cons. of instr,,,,Soph. stndg,,,,,,,Soph. stndg; COMM 1000 or INCH minor; or cons. of instr.
CMST 4500,major_restriction;college_restriction;instructor_consent;standing_requirement;complex_hard_prereq,"COMM 1000, Soph. stndg.; or enrolled in the College of Health Sciences or the College of Nursing; or INCH minor; or cons. of instr.",or INCH minor,or cons. of instr,,or enrolled in the College of Health Sciences or the College of Nursing,,"COMM 1000, Soph. stndg",,,,,,"COMM 1000, Soph. stndg.; or enrolled in the College of Health Sciences or the College of Nursing; or INCH minor; or cons. of instr.","COMM 1000, Soph. stndg.; or enrolled in the College of Health Sciences or the College of Nursing; or INCH minor; or cons. of instr."
CMST 4520,major_restriction;college_restriction;instructor_consent;standing_requirement;complex_hard_prereq,"COMM 1000, soph. stndg.; or enrolled in the College of Health Sciences or the College of Nursing; or INCH minor; or cons. of instr.",or INCH minor,or cons. of instr,,or enrolled in the College of Health Sciences or the College of Nursing,,"COMM 1000, soph. stndg",,,,,,"COMM 1000, soph. stndg.; or enrolled in the College of Health Sciences or the College of Nursing; or INCH minor; or cons. of instr.","COMM 1000, soph. stndg.; or enrolled in the College of Health Sciences or the College of Nursing; or INCH minor; or cons. of instr."
CMST 4530,major_restriction;college_restriction;instructor_consent;standing_requirement;complex_hard_prereq,"COMM 1000, Soph. stndg.; or enrolled in the College of Health Sciences or College of Nursing; or INCH minor; or cons. of instr.",or INCH minor,or cons. of instr,,or enrolled in the College of Health Sciences or College of Nursing,,"COMM 1000, Soph. stndg",,,,,,"COMM 1000, Soph. stndg.; or enrolled in the College of Health Sciences or College of Nursing; or INCH minor; or cons. of instr.","COMM 1000, Soph. stndg.; or enrolled in the College of Health Sciences or College of Nursing; or INCH minor; or cons. of instr."
CMST 4570,major_restriction;college_restriction;instructor_consent;standing_requirement;complex_hard_prereq,"COMM 1000, soph. stndg.; or enrolled in the College of Health Sciences or the College of Nursing; or INCH minor; or cons. of instr.",or INCH minor,or cons. of instr,,or enrolled in the College of Health Sciences or the College of Nursing,,"COMM 1000, soph. stndg",,,,,,"COMM 1000, soph. stndg.; or enrolled in the College of Health Sciences or the College of Nursing; or INCH minor; or cons. of instr.","COMM 1000, soph. stndg.; or enrolled in the College of Health Sciences or the College of Nursing; or INCH minor; or cons. of instr."
CMST 4600,instructor_consent;standing_requirement,"CMST 3200, Jr. stndg.; or cons. of instr.",,or cons. of instr,,,,"CMST 3200, Jr. stndg",,,,,,,"CMST 3200, Jr. stndg.; or cons. of instr."
CMST 4810,,,,,,,,,,,,,,,
CMST 4953,instructor_consent;standing_requirement,"COMM 1000, Soph. stndg.; or con. of instr.",,or con. of instr,,,,"COMM 1000, Soph. stndg",,,,,,,"COMM 1000, Soph. stndg.; or con. of instr."
CMST 4961,instructor_consent;standing_requirement,"COMM 1000, Jr. stndg.; or con. of instr.",,or con. of instr,,,,"COMM 1000, Jr. stndg",,,,,,,"COMM 1000, Jr. stndg.; or con. of instr."
CMST 4986,instructor_consent;standing_requirement,"COMM 1000 and Soph. stndg.; or con. of instr., CMST 3200 recommended. Consent required.",,"or con. of instr., CMST 3200 recommended; Consent required",,,,COMM 1000 and Soph. stndg,,,,,,,"COMM 1000 and Soph. stndg.; or con. of instr., CMST 3200 recommended. Consent required."
CMST 4995,instructor_consent;standing_requirement,"COMM 1000, Jr. stndg; or cons. of dept. ch. Consent required.",,or cons. of dept. ch; Consent required,,,,"COMM 1000, Jr. stndg",,,,,,,"COMM 1000, Jr. stndg; or cons. of dept. ch. Consent required."
CMST 4997,major_restriction;instructor_consent;complex_hard_prereq,"CMST 3000, must have completed at least 21 additional credit hours in the CMST major; or cons. of instr.","CMST 3000, must have completed at least 21 additional credit hours in the CMST major",or cons. of instr,,,,,,,,,,"CMST 3000, must have completed at least 21 additional credit hours in the CMST major; or cons. of instr.","CMST 3000, must have completed at least 21 additional credit hours in the CMST major; or cons. of instr."
CMST 4999,instructor_consent;standing_requirement,"COMM 1000, Sr. stndg.; or cons. of dept. ch. Consent required.",,or cons. of dept. ch; Consent required,,,,"COMM 1000, Sr. stndg",,,,,,,"COMM 1000, Sr. stndg.; or cons. of dept. ch. Consent required."
CMST 5120,,,,,,,,,,,,,,,
CMST 5130,,,,,,,,,,,,,,,
CMST 5140,,,,,,,,,,,,,,,
CMST 5230,,,,,,,,,,,,,,,
CMST 5250,,,,,,,,,,,,,,,
CMST 5400,,,,,,,,,,,,,,,
CMST 5410,,,,,,,,,,,,,,,
CMST 5500,,,,,,,,,,,,,,,
CMST 5520,,,,,,,,,,,,,,,
CMST 5530,,,,,,,,,,,,,,,
CMST 5570,,,,,,,,,,,,,,,
CMST 5600,,,,,,,,,,,,,,,
CMST 5810,,,,,,,,,,,,,,,
CMST 5953,,,,,,,,,,,,,,,
CMST 6200,,,,,,,,,,,,,,,
CMST 6600,,,,,,,,,,,,,,,
CNEN 3810,major_restriction;standing_requirement,"Soph. stndg for CNEN, CIEN, and ENEN majors. Sr. stndg. for all other majors.","Soph. stndg for CNEN, CIEN, and ENEN majors",,,,,"Soph. stndg for CNEN, CIEN, and ENEN majors; Sr. stndg. for all other majors",,,,,,,"Soph. stndg for CNEN, CIEN, and ENEN majors. Sr. stndg. for all other majors."
CNEN 3860,,CNEN 3810.,,,,,,,,,,,,,
CNEN 4815,,CNEN 3810.,,,,,,,,,,,,,
CNEN 4830,,CNEN 3860.,,,,,,,,,,,,,
CNEN 4840,instructor_consent,CNEN 4845 or cons. of instr.,,CNEN 4845 or cons. of instr,,,,,,,,,,,CNEN 4845 or cons. of instr.
CNEN 4845,standing_requirement,CNEN 3810 and Sr. stndg.,,,,,,CNEN 3810 and Sr. stndg,,,,,,,CNEN 3810 and Sr. stndg.
CNEN 4931,instructor_consent,Cons. of instr. Consent required.,,Cons. of instr; Consent required,,,,,,,,,,,Cons. of instr. Consent required.
CNEN 4995,instructor_consent;standing_requirement;minimum_gpa,"Jr. stndg., 3.000 GPA, cons. of instr., and cons. of dept. ch. Consent required.",,"Jr. stndg., 3.000 GPA, cons. of instr., and cons. of dept. ch; Consent required",,,,"Jr. stndg., 3.000 GPA, cons. of instr., and cons. of dept. ch",,,"Jr. stndg., 3.000 GPA, cons. of instr., and cons. of dept. ch",,,,"Jr. stndg., 3.000 GPA, cons. of instr., and cons. of dept. ch. Consent required."
COEN 2020,,EECE 2010.,,,,,,,,,,,,,
COEN 2610,,EECE 1610 or COSC 1010.,,,,,,,,,,,,,
COEN 2710,may_be_concurrent,"EECE 2030, which must be taken concurrently.",,,,,,,,,,"EECE 2030, which must be taken concurrently",,,"EECE 2030, which must be taken concurrently."
COEN 4610,,COEN 2610.,,,,,,,,,,,,,
COEN 4620,,COSC 2100.,,,,,,,,,,,,,
COEN 4630,,COSC 2100 or equivalent experience.,,,,,,,,,,,,,
COEN 4650,,COSC 2100.,,,,,,,,,,,,,
COEN 4690,instructor_consent,Cons. of instr. Consent required.,,Cons. of instr; Consent required,,,,,,,,,,,Cons. of instr. Consent required.
COEN 4710,,EECE 2030.,,,,,,,,,,,,,
COEN 4720,,COEN 2710 and EECE 3015.,,,,,,,,,,,,,
COEN 4730,instructor_consent;standing_requirement,Sr. stndg. and COEN 2710; or cons. of instr.,,or cons. of instr,,,,Sr. stndg. and COEN 2710,,,,,,,Sr. stndg. and COEN 2710; or cons. of instr.
COEN 4790,instructor_consent,Cons. of instr. Consent required.,,Cons. of instr; Consent required,,,,,,,,,,,Cons. of instr. Consent required.
COEN 4800,,COEN 2610.,,,,,,,,,,,,,
COEN 4820,,COSC 2100.,,,,,,,,,,,,,
COEN 4830,other_requirements,Proficiency in at least one high level computing language.,,,,,,,,,,,Proficiency in at least one high level computing language,,
COEN 4840,other_requirements,COSC 2100 or equiv.,,,,,,,,,,,COSC 2100 or equiv,,
COEN 4850,,"COSC 2100, MATH 1450 and MATH 2100.",,,,,,,,,,,,,
COEN 4860,,COSC 2100 and MATH 1451.,,,,,,,,,,,,,
COEN 4870,,"COSC 2100, MATH 1450 and MATH 2100.",,,,,,,,,,,,,
COEN 4890,instructor_consent;standing_requirement,Cons. of instr. or Sr. stndg.,,Cons. of instr. or Sr. stndg,,,,Cons. of instr. or Sr. stndg,,,,,,,Cons. of instr. or Sr. stndg.
COEN 4920,standing_requirement;other_requirements,"Sr. stndg.; Co-op students, Jr. stndg. Cross-listed with BIEN 4920, ELEN 4920 and MEEN 4920.",,,,,,"Sr. stndg; Co-op students, Jr. stndg",,,,,"Cross-listed with BIEN 4920, ELEN 4920 and MEEN 4920",,"Sr. stndg.; Co-op students, Jr. stndg. Cross-listed with BIEN 4920, ELEN 4920 and MEEN 4920."
COEN 4995,instructor_consent;standing_requirement;minimum_gpa,"Jr. stndg. or Sr. stndg., 3.000 GPA, cons. of instr., and cons. of dept. ch. Consent required.",,"Jr. stndg. or Sr. stndg., 3.000 GPA, cons. of instr., and cons. of dept. ch; Consent required",,,,"Jr. stndg. or Sr. stndg., 3.000 GPA, cons. of instr., and cons. of dept. ch",,,"Jr. stndg. or Sr. stndg., 3.000 GPA, cons. of instr., and cons. of dept. ch",,,,"Jr. stndg. or Sr. stndg., 3.000 GPA, cons. of instr., and cons. of dept. ch. Consent required."
COEN 4998,other_requirements,"COEN 4920; Cross-listed with BIEN 4998, ELEN 4998 and MEEN 4998.",,,,,,,,,,,"Cross-listed with BIEN 4998, ELEN 4998 and MEEN 4998",,
COMM 1000,,,,,,,,,,,,,,,
COMM 1050,college_restriction,Freshmen in the Diederich College of Communication.,,,,Freshmen in the Diederich College of Communication,,,,,,,,,Freshmen in the Diederich College of Communication.
COMM 1100,,,,,,,,,,,,,,,
COMM 1200,,,,,,,,,,,,,,,
COMM 1700,,COMM 1000 or COMM 1200.,,,,,,,,,,,,,
COMM 1964,,,,,,,,,,,,,,,
COMM 2100,,,,,,,,,,,,,,,
COMM 2500,standing_requirement,COMM 1000 or COMM 1200; and Soph. stndg.,,,,,,and Soph. stndg,,,,,,,COMM 1000 or COMM 1200; and Soph. stndg.
COMM 3250,instructor_consent,"COMM 1700, BUAD 1560, or MATH 1700; or consent of instructor.",,or consent of instructor,,,,,,,,,,,"COMM 1700, BUAD 1560, or MATH 1700; or consent of instructor."
COMM 3800,standing_requirement,Soph. stndg.,,,,,,Soph. stndg,,,,,,,Soph. stndg.
COMM 3900,standing_requirement,Soph. stndg.,,,,,,Soph. stndg,,,,,,,Soph. stndg.
COMM 3964,instructor_consent;standing_requirement,Jr. stndg. and cons. of instr. Consent required.,,Jr. stndg. and cons. of instr; Consent required,,,,Jr. stndg. and cons. of instr,,,,,,,Jr. stndg. and cons. of instr. Consent required.
COMM 4200,standing_requirement,Jr. stndg.,,,,,,Jr. stndg,,,,,,,Jr. stndg.
COMM 4250,,COMM 3250.,,,,,,,,,,,,,
COMM 4500,standing_requirement,Jr. stndg.,,,,,,Jr. stndg,,,,,,,Jr. stndg.
COMM 4550,standing_requirement,Jr. stndg.,,,,,,Jr. stndg,,,,,,,Jr. stndg.
COMM 4550H,admitted_program;standing_requirement,Jr. stndg. and Admission to Marquette University Honors Program.,,,Jr. stndg. and Admission to Marquette University Honors Program,,,Jr. stndg. and Admission to Marquette University Honors Program,,,,,,,Jr. stndg. and Admission to Marquette University Honors Program.
COMM 4600,,,,,,,,,,,,,,,
COMM 4700,standing_requirement,Jr. stndg.,,,,,,Jr. stndg,,,,,,,Jr. stndg.
COMM 4750,,,,,,,,,,,,,,,
COMM 4750H,admitted_program,Admission to Marquette University Honors Program.,,,Admission to Marquette University Honors Program,,,,,,,,,,Admission to Marquette University Honors Program.
COMM 4931,,,,,,,,,,,,,,,
COMM 4953,,,,,,,,,,,,,,,
COMM 4961,,,,,,,,,,,,,,,
COMM 4971,major_restriction;college_restriction;instructor_consent,Declared major or minor in the College of Communication; or cons. of instr.,Declared major or minor in the College of Communication,or cons. of instr,,Declared major or minor in the College of Communication,,,,,,,,,Declared major or minor in the College of Communication; or cons. of instr.
COMM 4986,instructor_consent;other_requirements,Cons. of dept. ch.; cons. of associate dean.0 credit will be SNC/UNC grade assessment; 1-3 credits will be S/U grade assessment. Consent required.,,Cons. of dept. ch; cons. of associate dean.0 credit will be SNC/UNC grade assessment; Consent required,,,,,,,,,1-3 credits will be S/U grade assessment,,Cons. of dept. ch.; cons. of associate dean.0 credit will be SNC/UNC grade assessment; 1-3 credits will be S/U grade assessment. Consent required.
COMM 4995,instructor_consent,Cons. of dept. ch. Consent required.,,Cons. of dept. ch; Consent required,,,,,,,,,,,Cons. of dept. ch. Consent required.
COMM 4999,instructor_consent,Cons. of dept. ch. Consent required.,,Cons. of dept. ch; Consent required,,,,,,,,,,,Cons. of dept. ch. Consent required.
COMM 5200,,,,,,,,,,,,,,,
COMM 5500,,,,,,,,,,,,,,,
COMM 5550,,,,,,,,,,,,,,,
COMM 5600,,,,,,,,,,,,,,,
COMM 5700,,,,,,,,,,,,,,,
COMM 5750,,,,,,,,,,,,,,,
COMM 5931,,,,,,,,,,,,,,,
COMM 5953,,,,,,,,,,,,,,,
COMM 6001,,,,,,,,,,,,,,,
COMM 6002,,,,,,,,,,,,,,,
COMM 6250,,,,,,,,,,,,,,,
COMM 6810,,,,,,,,,,,,,,,
COMM 6815,,,,,,,,,,,,,,,
COMM 6820,,,,,,,,,,,,,,,
COMM 6825,,,,,,,,,,,,,,,
COMM 6931,instructor_consent,COMM 6000 and COMM 6050; cons. of the associate dean for graduate studies.,,cons. of the associate dean for graduate studies,,,,,,,,,,,COMM 6000 and COMM 6050; cons. of the associate dean for graduate studies.
COMM 6953,,,,,,,,,,,,,,,
COMM 6954,,,,,,,,,,,,,,,
COMM 6955,,,,,,,,,,,,,,,
COMM 6956,,,,,,,,,,,,,,,
COMM 6957,,,,,,,,,,,,,,,
COMM 6958,,,,,,,,,,,,,,,
COMM 6961,,,,,,,,,,,,,,,
COMM 6964,,,,,,,,,,,,,,,
COMM 6995,instructor_consent,Cons. of dept. ch.; cons. of the assoc. dean for graduate studies. Consent required.,,Cons. of dept. ch; cons. of the assoc. dean for graduate studies; Consent required,,,,,,,,,,,Cons. of dept. ch.; cons. of the assoc. dean for graduate studies. Consent required.
COMM 6998,instructor_consent,"Cons. of dept. ch., COMM 6964; approved project proposal and cons. of the associate dean for graduate studies. Consent required.",,"Cons. of dept. ch., COMM 6964; approved project proposal and cons. of the associate dean for graduate studies; Consent required",,,,,,,,,,,"Cons. of dept. ch., COMM 6964; approved project proposal and cons. of the associate dean for graduate studies. Consent required."
COMM 6999,instructor_consent,Cons. of dept. ch.; approved thesis outline and cons. of the associate dean for graduate studies. Consent required.,,Cons. of dept. ch; approved thesis outline and cons. of the associate dean for graduate studies; Consent required,,,,,,,,,,,Cons. of dept. ch.; approved thesis outline and cons. of the associate dean for graduate studies. Consent required.
COMM 9970,instructor_consent,Cons. of dept.; cons. of associate dean for graduate studies. Consent required.,,Cons. of dept; cons. of associate dean for graduate studies; Consent required,,,,,,,,,,,Cons. of dept.; cons. of associate dean for graduate studies. Consent required.
COMM 9974,instructor_consent,Cons. of dept. ch.; cons. of associate dean for graduate studies. Consent required.,,Cons. of dept. ch; cons. of associate dean for graduate studies; Consent required,,,,,,,,,,,Cons. of dept. ch.; cons. of associate dean for graduate studies. Consent required.
COMM 9975,instructor_consent,Cons. of dept. ch.; cons. of associate dean for graduate studies. Consent required.,,Cons. of dept. ch; cons. of associate dean for graduate studies; Consent required,,,,,,,,,,,Cons. of dept. ch.; cons. of associate dean for graduate studies. Consent required.
COMM 9976,instructor_consent,Cons. of dept.; cons. of associate dean for graduate studies. Consent required.,,Cons. of dept; cons. of associate dean for graduate studies; Consent required,,,,,,,,,,,Cons. of dept.; cons. of associate dean for graduate studies. Consent required.
COMM 9977,instructor_consent,Consent required.,,Consent required,,,,,,,,,,,Consent required.
COMM 9978,,,,,,,,,,,,,,,
COMM 9979,,,,,,,,,,,,,,,
COMM 9984,,,,,,,,,,,,,,,
COMM 9985,,,,,,,,,,,,,,,
COMM 9986,,,,,,,,,,,,,,,
COMM 9991,instructor_consent,Consent required.,,Consent required,,,,,,,,,,,Consent required.
COMM 9992,instructor_consent,Consent required.,,Consent required,,,,,,,,,,,Consent required.
COMM 9993,instructor_consent,Consent required.,,Consent required,,,,,,,,,,,Consent required.
COMM 9994,instructor_consent,Consent required.,,Consent required,,,,,,,,,,,Consent required.
COMM 9995,instructor_consent,Consent required.,,Consent required,,,,,,,,,,,Consent required.
COMM 9996,instructor_consent,Consent required.,,Consent required,,,,,,,,,,,Consent required.
COPS 6040,,,,,,,,,,,,,,,
COPS 6050,,,,,,,,,,,,,,,
COPS 6060,,,,,,,,,,,,,,,
COPS 8000,admitted_program;instructor_consent,Cons. of instr.; admission to counseling psychology program. Consent required.,,Cons. of instr; Consent required,admission to counseling psychology program,,,,,,,,,,Cons. of instr.; admission to counseling psychology program. Consent required.
COPS 8020,,,,,,,,,,,,,,,
COPS 8032,,,,,,,,,,,,,,,
COPS 8100,instructor_consent,COPS 8210 and cons. of instr. Consent required.,,COPS 8210 and cons. of instr; Consent required,,,,,,,,,,,COPS 8210 and cons. of instr. Consent required.
COPS 8210,instructor_consent,Cons. of instr. Consent required.,,Cons. of instr; Consent required,,,,,,,,,,,Cons. of instr. Consent required.
COPS 8220,instructor_consent,COPS 8210 and cons. of instr. Consent required.,,COPS 8210 and cons. of instr; Consent required,,,,,,,,,,,COPS 8210 and cons. of instr. Consent required.
COPS 8230,instructor_consent,COPS 8220 and cons. of instr. Consent required.,,COPS 8220 and cons. of instr; Consent required,,,,,,,,,,,COPS 8220 and cons. of instr. Consent required.
COPS 8240,,COPS 8100 and COPS 8220.,,,,,,,,,,,,,
COPS 8310,other_requirements,COUN 6051 or equiv. and EDPS 6050 or equiv.,,,,,,,,,,,COUN 6051 or equiv. and EDPS 6050 or equiv,,
COPS 8311,other_requirements,COPS 8310 or equiv.,,,,,,,,,,,COPS 8310 or equiv,,
COPS 8320,other_requirements,COPS 8310 or equiv.,,,,,,,,,,,COPS 8310 or equiv,,
COPS 8330,,COPS 8311.,,,,,,,,,,,,,
COPS 8870,,COPS 8967.,,,,,,,,,,,,,
COPS 8931,instructor_consent,Cons. of instr. Consent required.,,Cons. of instr; Consent required,,,,,,,,,,,Cons. of instr. Consent required.
COPS 8955,instructor_consent,Cons. of dir. of training.,,Cons. of dir. of training,,,,,,,,,,,Cons. of dir. of training.
COPS 8959,instructor_consent,Consent required.,,Consent required,,,,,,,,,,,Consent required.
COPS 8964,instructor_consent,COUN 6040. Consent required.,,Consent required,,,,,,,,,,,COUN 6040. Consent required.
COPS 8965,instructor_consent,COUN 6965 or equiv. and cons. of dir. of training. Consent required.,,COUN 6965 or equiv. and cons. of dir. of training; Consent required,,,,,,,,,,,COUN 6965 or equiv. and cons. of dir. of training. Consent required.
COPS 8966,instructor_consent;may_be_concurrent,"COPS 8970, which must be taken concurrently. Consent required.",,Consent required,,,,,,,,"COPS 8970, which must be taken concurrently",,,"COPS 8970, which must be taken concurrently. Consent required."
COPS 8967,instructor_consent;may_be_concurrent,"COPS 8870, which must be taken concurrently. Consent required.",,Consent required,,,,,,,,"COPS 8870, which must be taken concurrently",,,"COPS 8870, which must be taken concurrently. Consent required."
COPS 8970,,COPS 8950.,,,,,,,,,,,,,
COPS 8986,instructor_consent,Cons. of dept. ch.; cons. of dir. of training. Consent required.,,Cons. of dept. ch; cons. of dir. of training; Consent required,,,,,,,,,,,Cons. of dept. ch.; cons. of dir. of training. Consent required.
COPS 9987,instructor_consent,Consent required.,,Consent required,,,,,,,,,,,Consent required.
COPS 9988,instructor_consent,Consent required.,,Consent required,,,,,,,,,,,Consent required.
COPS 9989,instructor_consent,Consent required.,,Consent required,,,,,,,,,,,Consent required.
CORE 1929,standing_requirement,THEO 1001 or PHIL 1001; and Soph. stndg.,,,,,,and Soph. stndg,,,,,,,THEO 1001 or PHIL 1001; and Soph. stndg.
